DEGREE_CLASS_CODE;DEGREE_CLASS;DEGREE_CLASS_NAME;PROGRAMME_TYPE_CODE;
8126;B018-FI;LAB SC E TECNOL TESS ABBIGL MODA;FI;
8127;B019-FI;LAB SERVIZI RICETTIVITA' ALBERGHIER;FI;
8128;B020-FI;LAB SERV ENOGASTRON, SETT CUCINA;FI;
8129;B021-FI;LAB SERV ENOGASTRON, SETT SALA VEND;FI;
8130;B022-FI;LAB TECNOL E TECN COMUNICAZ MULTIME;FI;
8131;B023-FI;LAB SERVIZI SOCIO-SANITARI;FI;
8132;B024-FI;LABORATORIO DI SCIENZE E TECNOLOGIE NAUTICHE;FI;
8134;B025-FI;LAB SCIENZE E TECNOLCOSTR NAVALI;FI;
8135;B026-FI;LABORATORIO DI TECNOLOGIE DEL LEGNO;FI;
8136;B029-FI;GABINETTO FISIOTERAPICO;FI;
8137;BA02-FI;CONV LINGUA STRANIERA (FRANCESE);FI;
8138;BB02-FI;CONV LINGUA STRANIERA (INGLESE);FI;
8139;BC02-FI;CONV LINGUA STRANIERA (SPAGNOLO);FI;
8140;BD02-FI;CONV LINGUA STRANIERA (TEDESCO);FI;
8141;BE02-FI;CONV LINGUA STRANIERA (RUSSO);FI;
8142;BF02-FI;CONVERSAZIONE IN LINGUA STRANIERA (ALBANESE);FI;
8143;BG02-FI;CONVERSAZIONE IN LINGUA STRANIERA (SLOVENO);FI;
8144;BH02-FI;CONVERSAZIONE IN LINGUA STRANIERA (SERBO-CROATO);FI;
8145;BI02-FI;CONVERSAZIONE IN LINGUA STRANIERA (CINESE);FI;
8147;BN02-FI;CONVERSAZIONE IN LINGUA STRANIERA (PORTOGHESE);FI;
8148;ADSS-FI;Sostegno II Grado;FI;
8149;ADMM-FI;Sostegno I Grado;FI;
8150;AA55-FI;ARPA;FI;
8151;AC55-FI;CLARINETTO;FI;
8152;AD55-FI;CORNO;FI;
8153;AE55-FI;FAGOTTO;FI;
8154;AG24-FI;LINGUA E CULT STRANIERA (SLOVENO);FI;
8155;AG25-FI;LINGUA STRANIERA (SLOVENO);FI;
8156;AG55-FI;FLAUTO DOLCE;FI;
8157;AI55-FI;PERCUSSIONI;FI;
8158;AK24-FI;LINGUA E CULT STRANIERA (EBRAICO);FI;
8159;AL24-FI;LINGUA E CULT STRANIERA (ARABO);FI;
8160;AM24-FI;LINGUE E CULTURE STRANIERE NEGLI ISTITUTI DI ISTRUZIONE DI II GRADO (NEO-GRECO)         ;FI;
8161;AP55-FI;CONTRABBASSO;FI;
8162;AQ55-FI;ORGANO;FI;
8163;AR55-FI;TROMBONE;FI;
8164;AS55-FI;VIOLA;FI;
8165;AT55-FI;BASSO TUBA;FI;
8166;AU55-FI;CLAVICEMBALO;FI;
8167;AV55-FI;MANDOLINO;FI;
8168;A045-FI;SCIENZE ECONOMICO-AZIENDALI;FI;
8169;A065-FI;TEORIA E TECNICA  COMUNICAZIONE;FI;
8170;A085-FI;TED..ST.ED.CIV.GEOG. I GR. LING TED;FI;
8171;BJ02-FI;CONV LINGUA STRANIERA (GIAPPONESE);FI;
8172;BL02-FI;CONV LINGUA STRANIERA (ARABO);FI;
8173;B001-FI;ATTIVITA' PRATICHE SPECIALI;FI;
8174;B027-FI;LABORATORIO DI TECNOLOGIE DEL MARMO;FI;
8175;B028-FI;LABORATORIO DI TECNOLOGIE ORAFE;FI;
8176;B031-FI;ESERCITAZ CENTRALINISTI TELEFONICI;FI;
7368;AC77-PAS;Clarinetto;PS;
7370;AD77-PAS;Corno;PS;
7371;AE77-PAS;Fagotto;PS;
7373;AF77-PAS;Fisarmonica;PS;
7375;AG77-PAS;Flauto;PS;
7382;AH77-PAS;Oboe;PS;
7385;AI77-PAS;Percussioni;PS;
7387;AJ77-PAS;Pianoforte;PS;
7389;AK77-PAS;Saxofono;PS;
7392;AL77-PAS;Tromba;PS;
7395;AM77-PAS;Violino;PS;
7420;AA77-PAS;Arpa;PS;
7421;AN77-PAS;Violoncello;PS;
7422;A845-PAS;LINGUA STRANIERA (SLOVENO);PS;
7423;AA46-PAS;LINGUA E CIVILTA' STRANIERA CINESE;PS;
7424;AB46-PAS;LINGUA E CIVILTA' STRANIERA GIAPPONESE;PS;
7900;CSS;Classe  generica per il conseguimento della specializzazione per le attività di sostegno didattico;CT;
7901;CLIL-60;Generica classe per Perfezionamento insegnamento di disciplina non linguistica in lingua (60 CFU);CL;
7902;CLIL-20;Generica classe per Perfezionamento insegnamento di disciplina non linguistica in lingua (20 CFU);CL;
7990;AA00-PAS;INSEGNAMENTO SCUOLA PRIMARIA;PS;
7991;EE00-PAS;INSEGNAMENTO SCUOLA INFANZIA;PS;
5521;SAS-5509.;Classe della Medicina diagnostica e di laboratorio (non medici);SS;
5522;SAS-5512.;Classe dei servizi clinici specialistici biomedici (non medici);SS;
5523;SAS-5520.;Classe della sanità pubblica (non medici);SS;
5066;SAS-5006-6;Classe delle Chirurgie specialistiche;SC;
5101;SAV-5101;Classe della Sanità animale;SV;
5102;SAV-5102;Classe dell'igiene della produzione, trasformazione, commercializzazione, conservazione e trasporto degli alimenti di origine animale e loro derivati;SV;
5103;SAV-5103;Classe dell'igiene degli allevamenti e delle produzioni zootecniche;SV;
5201;SAB-5201;Beni archeologici;SB;
5202;SAB-5202;Beni architettonici e del paesaggio;SB;
5203;SAB-5203;Beni storici artistici;SB;
5204;SAB-5204;Beni archivistici e librari;SB;
5205;SAB-5205;Beni demoetnoantropologici;SB;
5206;SAB-5206;Beni musicali;SB;
5207;SAB-5207;Beni scientifici e tecnologici;SB;
5208;SAB-5208;Beni naturali e territoriali;SB;
5301;SAP-5301;Area psicologica;SP;
5303;SAP-5303;Area psicologica dm 10/3/2010;SP;
5401;SAR-5401;Valutazione e Gestione del Rischio Chimico;SR;
5501;SAS-5501;Classe della Medicina clinica generale e specialistica;SD;
5503;SAS-5503;Classe delle Neuroscienze e scienze cliniche del comportamento;SD;
5504;SAS-5504;Classe della Medicina clinica dell'età evolutiva;SD;
5505;SAS-5505;Classe delle Chirurgie generali e specialistiche;SC;
5507;SAS-5507;Classe delle Chirurgie del distretto testa e collo;SC;
5508;SAS-5508;Classe delle Chirurgie cardio-toraco-vascolari;SC;
5509;SAS-5509;Classe della Medicina diagnostica e di laboratorio;SS;
5510;SAS-5510;Classe della diagnostica per immagini e radioterapia;SS;
5511;SAS-5511;Classe dei servizi clinici specialistici;SS;
5512;SAS-5512;Classe dei servizi clinici specialistici biomedici;SS;
5513;SAS-5513;Classe delle specializzazioni in odontoiatria;SS;
5514;SAS-5514;Classe della sanità pubblica;SS;
5515;SAS-5515;Classe della farmaceutica;SS;
5516;SAS-5516;Classe della fisica sanitaria;SS;
5517;SAS-5517;Classe Medicina clinica generale e specialistica (4 anni);SD;
5518;SAS-5518;Classe delle Chirurgie del distretto testa e collo (4 anni);SC;
5519;SAS-5519;Classe dei servizi clinici specialistici (4 anni);SS;
5520;SAS-5520;Classe della sanità pubblica;SS;
6001;A030;SCIENZE MOTORIE E SPORTIVE;TF;
6002;A032;MUSICA;TF;
6003;A033;TECNOLOGIA;TF;
6004;A043;ITALIANO, STORIA  E GEOGRAFIA NELLA SCUOLA SECONDARIA DI I GRADO;TF;
6005;A059;MATEMATICHE E SCIENZE NELLA SCUOLA SECONDARIA DI I GRADO;TF;
6006;A245;LINGUA STRANIERA (FRANCESE);TF;
6007;A345;LINGUA STRANIERA (INGLESE);TF;
6008;A080;ITALIANO NELLA SCUOLA MEDIA CON LINGUA DI INSEGNAMENTO SLOVENA;TF;
6009;A085;SLOVENO,STORIA ED EDCIVICA E GEOGRAFIA NELLA SCUOLA MEDIA CON LINGUA SLOVENA;TF;
6010;A090;CULTURA LADINA;TF;
6011;A091;ITALIANO (SECONDA LINGUA) NELLA SCUOLA MEDIA IN LINGUA TEDESCA;TF;
6012;A097;TEDESCO (SECONDA LINGUA) NELLA SCUOLA MEDIA IN LINGUA ITALIANA DELLA PROV DI BOLZANO;TF;
6013;A098;TEDESCO,STORIA ED ED.CIVICA,GEOGRAFIA SC.MEDIA LING.TEDESCA E CON LINGINS.TEDLOC.LAD;TF;
6014;A013;CHIMICA E TECNOLOGIE CHIMICHE;TF;
6015;A016;COSTRUZIONI, TECNOLOGIA DELLE COSTRUZIONI E DISEGNO TECNICO;TF;
6016;A017;DISCIPLINE ECONOMICO-AZIENDALI;TF;
6017;A019;DISCIPLINE GIURIDICHE ED ECONOMICHE;TF;
6018;A020;DISCIPLINE MECCANICHE E TECNOLOGIA;TF;
6019;A029;EDUCAZIONE FISICA NEGLI ISTITUTI E SCUOLE DI ISTRUZIONE SECONDARIA II GRADO;TF;
6020;A034;ELETTRONICA;TF;
6021;A035;ELETTROTECNICA ED APPLICAZIONI;TF;
6022;A036;FILOSOFIA, PSICOLOGIA E SCIENZE DELL'EDUCAZIONE;TF;
6023;A037;FILOSOFIA E STORIA;TF;
6024;A038;FISICA;TF;
6025;A039;GEOGRAFIA;TF;
6026;A042;INFORMATICA;TF;
6027;A047;MATEMATICA;TF;
6028;A048;MATEMATICA APPLICATA;TF;
6029;A049;MATEMATICA E FISICA;TF;
6030;A050;MATERIE LETTERARIE NEGLI ISTITUTI DI ISTRUZIONE SECONDARIA DI II GRADO;TF;
6031;A051;MATERIE LETTERARIE E LATINO NEI LICEI E NELL'ISTITUTO MAGISTRALE;TF;
6032;A052;MATERIE LETTERARIE, LATINO E GRECO NEL LICEO CLASSICO;TF;
6033;A057;SCIENZA DEGLI ALIMENTI;TF;
6034;A058;SCIENZE E MECCANICA AGRARIA, TECNICHE DI GESTIONE AZIENDALE, FITOPATOLOGIA ED ENTOMOLOGIA AGRARIA;TF;
6035;A060;SCIENZE NATURALI, CHIMICA E GEOGRAFIA, MICROBIOLOGIA;TF;
6036;A061;STORIA DELL'ARTE;TF;
6037;A071;TECNOLOGIA E DISEGNO TECNICO;TF;
6038;A072;TOPOGRAFIA GENERALE, COSTRUZIONI RURALI E DISEGNO;TF;
6039;A246;LINGUA E CIVILTA' STRANIERA (FRANCESE);TF;
6040;A346;LINGUA E CIVILTA' STRANIERA (INGLESE);TF;
6041;A446;LINGUA E CIVILTA' STRANIERA (SPAGNOLO);TF;
6042;A546;LINGUA E CIVILTA' STRANIERA (TEDESCO);TF;
6043;A646;LINGUA E CIVILTA' STRANIERA (RUSSO);TF;
6044;A111;LINGUA E CIVILTA' STRANIERA (CINESE);TF;
6045;A112;LINGUA E CIVILTA' STRANIERA (ARABO);TF;
6046;XXXX;Altra lingua straniera;TF;
6047;A081;LINGUA E LETTERE ITALIANE NEGLI ISTITUTI DI ISTRSECONDARIA DI II GRADO LINGUA SLOVENA;TF;
6048;A082;MATERIE LETTERARIE NEGLI ISTITUTI DI II GRADO DI LINGUA SLOVENA;TF;
6049;A083;MATERIE LETTERARIE E LATINO NEI LICEI E ISTITUTI MAGISTRALI DI LINGUA SLOVENA;TF;
6050;A084;MATERIE LETTERARIE, LATINO E GRECO NEI LICEI CLASSICI  DI LINGUA SLOVENA;TF;
6051;A086;DATTILOGRAFIA E STENOGRAFIA NEGLI ISTITUTI DI II GRADO DI LINGUA SLOVENA;TF;
6052;A087;TRATTAMENTO TESTI, CALCOLO, CONTAB.ELETTRON.ED  APPLICAZGESTIONALI CON LINGUA SLOVENA;TF;
6053;A092;LINGUA E LETTERE ITALIANE (SECONDA LINGUA) NEGLI ISTITUTI DI II GRADO IN LINGUA TEDESCA;TF;
6054;A093;MATERIE LETTERARIE NEGLI ISTITUTI DI II GRADO IN LINGUA TEDESCA E LOCLADINE;TF;
6055;A094;MATERIE LETTERARIE E LATINO NEI LICEI E IST.MAGISTRALI IN LINGUA TEDESCA E LOC.LADINE;TF;
6056;A095;MATERIE LETTERARIE, LATINO E GRECO NEI LICEI CLASSICI  IN LINGUA TEDESCA E LOC.LADINE;TF;
6057;A096;TEDESCO (SECLINGUA) NEGLI ISTITUTI DI II GRADO IN LINGITALDELLA PROV.BOLZANO;TF;
6058;A099;DATTILOGRAFIA E STENOGRAFIA NEGLI ISTITUTI DI II GRADO IN LINGUA TEDESCA E LOC.LADINE;TF;
6059;A100;TRATTAMENTO TESTI, CALCOLO, CONTAB.ELETTRONICA ED APPLICAZ. GESTION.LINGUA TEDESCA LOC.LAD;TF;
6060;C999;-;TF;
6061;A001;AEROTECNICA E COSTRUZIONI AERONAUTICHE;TF;
6062;A002;ANATOMIA, FISIOPATOLOGIA OCULARE E LABORATORIO DI MISURE OFTALMICHE;TF;
6063;A003;ARTE DEL DISEGNO ANIMATO;TF;
6064;A004;ARTE DEL TESSUTO DELLA MODA E DEL COSTUME;TF;
6065;A005;ARTE DEL VETRO;TF;
6066;A006;ARTE DELLA CERAMICA;TF;
6067;A007;ARTE DELLA FOTOGRAFIA E GRAFICA PUBBLICITARIA;TF;
6068;A008;ARTI DELLA GRAFICA E DELL'INCISIONE;TF;
6069;A009;ARTE DELLA STAMPA E DEL RESTAURO DEL LIBRO;TF;
6070;A010;ARTI DEI METALLI E DELL'OREFICERIA;TF;
6071;A011;ARTE MINERARIA;TF;
6072;A012;CHIMICA AGRARIA;TF;
6073;A014;CIRCOLAZIONE AEREA TELECOMUNICAZIONI AERONAUTICHE ED ESERCITAZIONI;TF;
6074;A015;COSTRUZIONI NAVALI E TEORIA DELLA NAVE;TF;
6075;A018;DISCIPLINE GEOMETRICHE, ARCHITETTONICHE ARREDAMENTO E SCENOTECNICA;TF;
6076;A021;DISCIPLINE PITTORICHE;TF;
6077;A022;DISCIPLINE PLASTICHE;TF;
6078;A023;DISEGNO E MODELLAZIONE ODONTOTECNICA;TF;
6079;A024;DISEGNO E STORIA DEL COSTUME;TF;
6080;A025;DISEGNO E STORIA DELL'ARTE;TF;
6081;A026;DISEGNO TECNICO;TF;
6082;A027;DISEGNO TECNICO ED ARTISTICO;TF;
6083;A028;ARTE E IMMAGINE;TF;
6084;A031;EDUCAZIONE MUSICALE NEGLI ISTITUTI DI ISTRUZIONE SECONDARIA DI II GRADO;TF;
6085;A040;IGIENE, ANATOMIA, FISIOLOGIA, PATOLOGIA GENERALE E DELL'APPARATO MASTICATORIO;TF;
6086;A041;IGIENE MENTALE E PSICHIATRIA INFANTILE;TF;
6087;A044;LINGUAGGIO PER LA CINEMATOGRAFIA E LA TELEVISIONE;TF;
5016;SAS-5016;Classe della fisica sanitaria;SS;
5065;SAS-5005-6;Classe delle Chirurgie generali;SC;
6088;A046;LINGUA E CIVILTA' STRANIERA;TF;
6089;A053;METEOROLOGIA AERONAUTICA ED ESERCITAZIONI;TF;
6090;A054;MINERALOGIA E GEOLOGIA;TF;
6091;A055;NAVIGAZIONE AEREA ED ESERCITAZIONI;TF;
6092;A056;NAVIGAZIONE, ARTE NAVALE ED ELEMENTI DI COSTRUZIONI NAVALI;TF;
6095;A064;TECNICA E ORGANIZZAZIONE DELLA PRODUZIONE CINEMATOGRAFICA E TELEVISIVA;TF;
6096;A065;TECNICA FOTOGRAFICA;TF;
6097;A066;TECNOLOGIA CERAMICA;TF;
6098;A067;TECNOLOGIA FOTOGRAFICA, CINEMATOGRAFICA E TELEVISIVA;TF;
6099;A068;TECNOLOGIE DELL'ABBIGLIAMENTO;TF;
6100;A069;TECNOLOGIE  GRAFICHE ED IMPIANTI GRAFICI;TF;
6101;A070;TECNOLOGIE TESSILI;TF;
6102;A073;VITA DI RELAZIONE NEGLI ISTITUTI PROFESSIONALI DI STATO PER NON VEDENTI;TF;
6103;A074;ZOOTECNICA E SCIENZA DELLA PRODUZIONE ANIMALE;TF;
6104;A075;DATTILOGRAFIA E STENOGRAFIA;TF;
6105;A076;TRATTAMENTO TESTI, CALCOLO, CONTABILITA' ELETTRONICA ED APPLICAZIONI GESTIONALI;TF;
6106;A445;LINGUA STRANIERA (SPAGNOLO);TF;
6107;A545;LINGUA STRANIERA (TEDESCO);TF;
6108;A645;LINGUA STRANIERA (RUSSO);TF;
6109;A745;LINGUA STRANIERA (ALBANESE);TF;
6110;A746;LINGUA E CIVILTA' STRANIERA (ALBANESE);TF;
6111;A846;LINGUA E CIVILTA' STRANIERA (SLOVENO);TF;
6112;A946;LINGUA E CIVILTA' STRANIERA (SERBO-CROATO);TF;
6113;A998;CLASSE DI CONCORSO SOPPRESSA AI SENSI DEL D.M3.9.82;TF;
6114;A999;CLASSE DI CONCORSO SOPPRESSA AI SENSI DEL D.M3.9.82;TF;
6115;C010;ADDETTO ALL'UFFICIO TECNICO;TF;
6116;C020;ATTIVITA' PRATICHE SPECIALI;TF;
6117;C030;CONVERSAZIONE IN LINGUA STRANIERA;TF;
6118;C031;CONVERSAZIONE IN LINGUA STRANIERA (FRANCESE);TF;
6119;C032;CONVERSAZIONE IN LINGUA STRANIERA (INGLESE);TF;
6120;C033;CONVERSAZIONE IN LINGUA STRANIERA (SPAGNOLO);TF;
6121;C034;CONVERSAZIONE IN LINGUA STRANIERA (TEDESCO);TF;
6122;C035;CONVERSAZIONE IN LINGUA STRANIERA (RUSSO);TF;
6123;C036;CONVERSAZIONE IN LINGUA STRANIERA (ALBANESE);TF;
6124;C037;CONVERSAZIONE IN LINGUA STRANIERA (SLOVENO);TF;
6125;C038;CONVERSAZIONE IN LINGUA STRANIERA (SERBO CROATO);TF;
6126;C040;ESERCITAZIONI AERONAUTICHE;TF;
6127;C050;ESERCITAZIONI AGRARIE;TF;
6128;C060;ESERCITAZIONI CERAMICHE DI DECORAZIONE;TF;
6129;C070;ESERCITAZIONI DI ABBIGLIAMENTO E MODA;TF;
6130;C080;ESERCITAZIONI DI CIRCOLAZIONE AEREA;TF;
6131;C090;ESERCITAZIONI DI COMUNICAZIONI;TF;
6132;C100;ESERCITAZIONI DI DISEGNO ARTISTICO DI TESSUTI;TF;
6133;C110;ESERCITAZIONI DI ECONOMIA DOMESTICA;TF;
6134;C120;ESERCITAZIONI DI MODELLISMO, FORMATURE E PLASTICA, FOGGIATURA E RIFINITURA;TF;
6135;C130;ESERCITAZIONI DI ODONTOTECNICA;TF;
6136;C140;ESERCITAZIONI DI OFFICINA MECCANICA, AGRICOLA E DI MACCHINE AGRICOLE;TF;
6137;C150;ESERCITAZIONI DI PORTINERIA E PRATICA DI AGENZIA;TF;
6138;C160;ESERCITAZIONE DI TECNOLOGIA CERAMICA;TF;
6139;C170;ESERCITAZIONI DI TEORIA DELLA NAVE E DI COSTRUZIONI NAVALI;TF;
6140;C180;ESERCITAZIONI NAUTICHE;TF;
6141;C190;ESERCITAZIONI PRATICHE PER CENTRALINISTI TELEFONICI;TF;
6142;C200;ESERCITAZIONI PRATICHE DI OTTICA;TF;
6143;C210;GABINETTO FISIOTERAPICO;TF;
6144;C220;LABORATORIO DI TECNOL.TESSILI E DELL'ABBIGLIAMENTO E REPARTI DI LAVORAZ.TESSILI E ABBIGL;TF;
6145;C230;LABORATORIO DI AEROTECNICA, COSTRUZIONI E TECNOLOGIE AERONAUTICHE;TF;
6146;C240;LABORATORIO DI CHIMICA E CHIMICA INDUSTRIALE;TF;
6147;C250;LABORATORIO DI COSTRUZIONE, VERNICIATURA E RESTAURO DI STRUMENTI AD ARCO;TF;
6148;C260;LABORATORIO DI ELETTRONICA;TF;
6149;C270;LABORATORIO DI ELETTROTECNICA;TF;
6150;C280;LABORATORIO DI FISICA ATOMICA E NUCLEARE E STRUMENTI;TF;
6151;C290;LABORATORIO DI FISICA E FISICA APPLICATA;TF;
6152;C300;LABORATORIO DI INFORMATICA GESTIONALE;TF;
6153;C310;LABORATORIO DI INFORMATICA INDUSTRIALE;TF;
6154;C320;LABORATORIO MECCANICO-TECNOLOGICO;TF;
6155;C330;LABORATORIO DI OREFICERIA;TF;
6156;C340;LABORATORIO DI PROGETTAZIONE TECNICA PER LA CERAMICA;TF;
6157;C350;LABORATORIO DI TECNICA MICROBIOLOGICA;TF;
6158;C360;LABORATORIO DI TECNOLOGIA CARTARIA ED ESERCITAZIONI DI CARTIERA;TF;
6159;C370;LABORATORIO E REPARTI DI LAVORAZIONE DEL LEGNO;TF;
6160;C380;LABORATORIO E REPARTI DI LAVORAZIONE PER LE ARTI GRAFICHE;TF;
6161;C390;LABORATORIO E REPARTI DI LAVORAZIONE PER L'INDUSTRIA MINERARIA;TF;
6162;C400;LABORATORIO PER LE INDUSTRIE CERAMICHE;TF;
6163;C410;LABORATORIO TECNOLOGICO PER IL MARMO-REPARTI ARCHITETTURA, MACCHINE;TF;
6164;C420;LABORATORIO TECNOLOGICO PER IL MARMO-REPARTI SCULTURA,SMODELLATURA,DECORAZIONE E ORNATO;TF;
6165;C430;LABORATORIO TECNOLOGICO PER L'EDILIZIA ED ESERCITAZIONI DI TOPOGRAFIA;TF;
6166;C440;MASSOCHINESITERAPIA;TF;
6167;C450;METODOLOGIE OPERATIVE NEI SERVIZI SOCIALI;TF;
6168;C460;REPARTI DI LAVORAZIONE PER IL MONTAGGIO CINEMATOGRAFICO E TELEVISIVO;TF;
6169;C470;REPARTI DI LAVORAZIONE PER LA REGISTRAZIONE DEL SUONO;TF;
6170;C480;REPARTI DI LAVORAZIONE PER LA RIPRESA CINEMATOGRAFICA E TELEVISIVA;TF;
6171;C490;REPARTI DI LAVORAZIONE PER LE ARTI FOTOGRAFICHE;TF;
6172;C500;TECNICA DEI SERVIZI ED ESERCITAZIONI PRATICHE DI CUCINA;TF;
6173;C510;TECNICA DEI SERVIZI ED ESERCITAZIONI PRATICHE DI SALA BAR;TF;
6174;C520;TECNICA DEI SERVIZI E PRATICA OPERATIVA;TF;
6175;C555;ESERCITAZIONI DI PRATICA PROFESSIONALE;TF;
6176;D601;ARTE DELLA LAVORAZIONE DEI METALLI;TF;
6177;D602;ARTE DELL'OREFICERIA, DELLA LAVORAZIONE DELLE PIETRE DURE E DELLE GEMME;TF;
6178;D603;ARTE DEL DISEGNO D'ANIMAZIONE;TF;
6179;D604;ARTE DELLA RIPRESA E MONTAGGIO PER IL DISEGNO ANIMATO;TF;
6180;D605;ARTE DELLA TESSITURA E DELLA DECORAZIONE DEI TESSUTI;TF;
6181;D606;ARTE DELLA LAVORAZIONE DEL VETRO E DELLA VETRATA;TF;
6182;D607;ARTE DEL RESTAURO DELLA CERAMICA E DEL VETRO;TF;
6183;D608;ARTE DELLA DECORAZIONE E COTTURA DEI PRODOTTI CERAMICI;TF;
6184;D609;ARTE DELLA FORMATURA E FOGGIATURA;TF;
6185;D610;ARTE DELLA FOTOGRAFIA E DELLA CINEMATOGRAFIA;TF;
6186;D611;ARTE DELAA XILOGRAFIA, CALCOGRAFIA E LITOGRAFIA;TF;
6187;D612;ARTE DELLA SERIGRAFIA E DELLA FOTOINCISIONE;TF;
6188;D613;ARTE DELLA TIPOGRAFIA E DELLA GRAFICA PUBBLICITARIA;TF;
6189;D614;ARTE DEL TAGLIO E CONFEZIONE;TF;
6190;D615;ARTE DELLA DECORAZIONE PITTORICA E SCENOGRAFICA;TF;
6191;D616;ARTE DELLA MODELLISTICA, DELL'ARREDAMENTO E DELLA SCENOTECNICA;TF;
6192;D617;ARTE DELLA LEGATORIA E DEL RESTAURO DEL LIBRO;TF;
6193;D618;ARTE DELL'EBANISTERIA, DELL'INTAGLIO E DELL'INTARSIO;TF;
6194;D619;ARTE DELLE LACCHE, DELLA DORATURA E DEL RESTAURO;TF;
6195;D620;ARTE DEL MOSAICO E DEL COMMESSO;TF;
6196;D621;ARTE DELLA LAVORAZIONE DEL MARMO E DELLA PIETRA;TF;
6197;D622;LABORATORIO TECNOLOGICO DELLE ARTI DELLA CERAMICA DEL VETRO E DEL CRISTALLO;TF;
6198;F010;ACCOMPAGNATORI AL PIANOFORTE;TF;
6199;F020;ARMONIA COMPLEMENTARE;TF;
6200;F030;ARMONIA CONTRAPPUNTO FUGA E COMPOSIZIONE;TF;
6201;F040;ARMONIA E CONTRAPPUNTO;TF;
6202;F050;ARPA;TF;
6203;F060;ARTE SCENICA;TF;
6204;F070;BIBLIOTECARIO;TF;
6205;F080;CANTO;TF;
6206;F090;CHITARRA;TF;
6207;F100;CLARINETTO;TF;
6208;F110;CLAVICEMBALO;TF;
6209;F120;COMPOSIZIONE POLIFONICA VOCALE;TF;
6210;F130;CONTRABBASSO;TF;
6211;F140;CORNO;TF;
6212;F150;DIREZIONE D'ORCHESTRA;TF;
6213;F160;ESERCITAZIONI CORALI;TF;
6214;F170;ESERCITAZIONI ORCHESTRALI;TF;
6215;F180;FAGOTTO;TF;
6216;F190;FLAUTO;TF;
6093;A062;TECNICA DELLA REGISTRAZIONE DEL SUONO;TF;
6094;A063;TECNICA DELLA RIPRESA CINEMATOGRAFICA E TELEVISIVA;TF;
6217;F200;LETTERATURA ITALIANA;TF;
6218;F210;LETTERATURA POETICA E DRAMMATICA;TF;
6219;F220;LETTURA DELLA PARTITURA;TF;
6220;F230;MUSICA CORALE E DIREZIONE DI CORO;TF;
6221;F240;MUSICA DA CAMERA;TF;
6222;F250;MUSICA D'INSIEME STRUMENTI AD ARCO;TF;
6223;F260;MUSICA D'INSIEME STRUMENTI A FIATO;TF;
6224;F280;OBOE;TF;
6225;F290;ORGANO E COMPOSIZIONE ORGANISTICA;TF;
6226;F300;ORGANO COMPLEMENTARE E CANTO GREGORIANO;TF;
6227;F310;PIANOFORTE;TF;
6228;F320;PIANOFORTE COMPLEMENTARE;TF;
6229;F330;STORIA DELLA MUSICA E STORIA ED ESTETICA MUSICALE;TF;
6230;F340;STRUMENTAZIONE PER BANDA;TF;
6231;F350;TEORIA SOLFEGGIO E DETTATO MUSICALE;TF;
6232;F360;TROMBA E TROMBONE;TF;
6233;F370;VIOLA;TF;
6234;F380;VIOLA COMPLEMENTARE;TF;
6235;F390;VIOLINO;TF;
6236;F400;VIOLINO COMPLEMENTARE;TF;
6237;F410;VIOLONCELLO;TF;
6238;F420;MUSICA SACRA;TF;
6239;F430;FUGA E COMPOSIZIONE;TF;
6240;F440;SASSOFONO;TF;
6241;F450;STRUMENTI A PERCUSSIONE;TF;
